Engine_ID,Predicted_RUL,Actual_RUL
1,174.76788420942705,112
2,138.64947506175733,98
3,80.81369203152133,69
4,107.41348293315409,82
5,101.2777121625669,91
6,113.3683158260653,93
7,85.93441748290348,91
8,70.62860462093886,95
9,135.37864835937378,111
10,82.6100225613061,96
11,119.12346041114753,97
12,51.72950407901607,124
13,60.39611561230885,95
14,132.79518684564806,107
15,142.4041422571387,83
16,118.59920325790856,84
17,61.34331969670586,50
18,62.29993648961522,28
19,100.52251878726739,87
20,29.376922886757313,16
21,97.3972824524148,57
22,147.9629028473473,111
23,121.71225835665089,113
24,47.188852032201396,20
25,148.24138801888267,145
26,152.18733517788263,119
27,103.37776793860675,66
28,87.46067032660946,97
29,91.20430009213399,90
30,85.27451308075513,115
31,27.30264794197535,8
32,94.01508711782756,48
33,140.02683084299372,106
34,1.9171564046707772,7
35,6.446295520962963,11
36,67.78432431831556,19
37,80.61849858414183,21
38,102.75262042201086,50
39,173.86463042808742,142
40,52.492621263792785,28
41,86.06553297910253,18
42,36.641241721689084,10
43,56.860314447566395,59
44,135.15338206720958,109
45,74.98993434126541,114
46,76.02116397433977,47
47,137.2005828117263,135
48,129.5985660357838,92
49,-39.32904577088874,21
50,153.7743947964999,79
51,104.12618246648316,114
52,44.24200983808072,29
53,48.05782076608884,26
54,132.6929427107076,97
55,136.38316272960796,137
56,60.258919993007396,15
57,86.53796313078166,103
58,48.348534970295304,37
59,142.49564177051178,114
60,94.44914352584541,100
61,50.91297766228635,21
62,43.17742983419822,54
63,66.92420468649448,72
64,52.655787840502995,28
65,170.87348763940184,128
66,43.59622644065581,14
67,125.13011122845097,77
68,16.317767826694194,8
69,144.49376923006568,121
70,92.7440680386409,94
71,149.63894556660009,118
72,91.75475129254329,50
73,145.9843338008248,131
74,94.15247688064272,126
75,132.29018590921177,113
76,21.386769539500676,10
77,61.24128605694966,34
78,186.34536146814293,107
79,121.32254604162964,63
80,99.57703918142005,90
81,4.26123207586204,8
82,26.71245733706334,9
83,122.05788796086682,137
84,61.266957329486615,58
85,144.02954175495768,118
86,113.36590474874842,89
87,179.71335867728106,116
88,127.13329465194954,115
89,75.06179277413463,136
90,63.59142059363228,28
91,5.690527173204316,38
92,48.19350975607895,20
93,15.766699644355185,85
94,75.10047807398516,55
95,152.77465266988492,128
96,139.2929534095307,137
97,101.73372336632153,82
98,80.81412787504331,59
99,149.48450686963574,117
100,21.56449462740767,20
